row_id,order_id,created_at,item_id,quantity,cust_id,delivery,add_id
92,f32829fe,2025-01-06 06:03:29,438,4,804,False,546
93,414ccdb9,2025-01-01 09:36:12,70,3,690,True,305
94,9a03465a,2025-01-06 09:49:54,83,5,208,True,856
95,f06a845c,2025-01-10 18:11:24,746,1,296,True,278
96,866689e4,2025-01-03 06:11:37,50,2,460,False,471
97,1522d002,2025-01-05 03:11:43,194,5,441,False,149
98,dbf141c4,2025-01-02 05:01:52,864,1,518,True,494
99,8797fbec,2025-01-07 17:19:01,244,3,311,True,918
100,a9d50298,2025-01-05 02:19:35,161,5,731,True,404
101,cac2e403,2025-01-06 03:34:47,470,4,779,True,418
102,67896601,2025-01-09 19:11:35,470,5,952,False,890
103,4b4dfb16,2025-01-01 01:08:18,471,1,967,True,414
104,ec9b4d25,2025-01-04 21:12:30,600,5,38,True,688
105,03dc18bd,2025-01-05 00:55:25,247,2,219,False,348
106,57b74545,2025-01-05 02:56:56,306,1,866,True,313
107,549672ef,2025-01-01 06:02:10,397,5,84,True,793
108,c91724b8,2025-01-03 20:28:28,881,2,762,True,183
109,96416931,2025-01-05 14:58:33,317,3,635,False,8
110,00386696,2025-01-07 07:26:09,294,1,622,True,136
111,621f47c0,2025-01-03 16:13:15,127,3,564,True,822
112,c67011c5,2025-01-03 04:07:10,96,3,32,False,784
113,9a061db3,2025-01-02 20:21:18,698,1,901,False,628
114,48510006,2025-01-03 00:34:03,615,4,791,False,444
115,287e841e,2025-01-05 09:57:39,785,2,907,True,83
116,9fc257a5,2025-01-07 15:44:54,229,5,398,True,334
117,7ea5290b,2025-01-01 02:29:07,865,5,741,True,294
118,f36b21c9,2025-01-10 16:17:40,714,4,406,False,11
119,12726b7b,2025-01-06 17:31:57,191,2,689,False,468
120,8ed935fc,2025-01-05 13:11:18,64,2,494,True,807
121,e4a3ad19,2025-01-04 16:24:57,897,1,375,True,354
122,3b448083,2025-01-09 14:43:46,845,1,7,False,618
123,0ab2bce0,2025-01-05 13:27:04,673,5,540,False,820
124,fd18d2a4,2025-01-08 11:26:21,911,5,151,True,903
125,608e0470,2025-01-02 21:23:36,297,4,404,False,647
126,1a9ee3d5,2025-01-10 09:34:29,425,4,514,True,576
127,e5a09911,2025-01-05 13:52:02,74,1,802,False,544
128,23b608a1,2025-01-03 11:23:16,366,1,720,True,65
129,950a3bae,2025-01-10 06:07:45,613,5,346,False,610
130,d7547390,2025-01-08 03:31:58,568,2,311,False,827
131,a44c73d7,2025-01-09 06:16:06,36,5,221,True,42
132,e8c9bab8,2025-01-05 19:36:12,521,4,61,True,371
133,02ba54bf,2025-01-10 05:12:09,476,4,802,True,632
134,c6c01d4e,2025-01-01 18:16:35,467,2,682,True,413
135,8300f12e,2025-01-04 02:18:01,631,5,210,True,976
136,08b1d1b0,2025-01-04 21:34:24,928,1,361,False,641
137,8c227271,2025-01-07 23:32:44,2,2,512,False,335
138,6c989e79,2025-01-01 18:51:16,975,5,73,True,7
139,5c541189,2025-01-06 23:19:06,535,5,692,True,112
140,45a1e153,2025-01-07 17:09:07,754,2,463,False,420
141,34df5787,2025-01-08 09:23:51,693,4,915,False,430
142,c1b4ee50,2025-01-02 14:45:49,957,3,473,True,754
143,1f204d51,2025-01-06 21:07:14,772,4,522,True,730
144,4fe84cb6,2025-01-07 15:41:53,989,2,104,True,459
145,18f45e03,2025-01-10 13:37:15,247,1,612,True,783
146,7b17e569,2025-01-07 23:46:47,782,5,430,True,1
147,c83c8532,2025-01-09 15:48:50,627,1,512,False,566
148,58be4453,2025-01-05 06:35:10,748,2,927,True,975
149,e002b711,2025-01-02 12:57:33,706,4,526,True,678
150,0c667c31,2025-01-08 21:31:13,726,3,870,True,170
151,98b52169,2025-01-10 18:29:44,981,4,820,True,533
152,927bc3a7,2025-01-03 13:43:18,983,4,632,False,683
153,ed7ba3bf,2025-01-05 19:04:34,728,3,605,True,923
154,634d2f7f,2025-01-01 02:12:46,453,4,734,False,993
155,bec644fb,2025-01-07 05:56:56,310,5,243,True,560
156,ae57bead,2025-01-09 02:31:15,627,2,634,True,306
157,066e0e1a,2025-01-05 10:27:00,63,4,370,True,40
158,f0cfeba5,2025-01-09 14:04:44,616,3,706,True,604
159,019cb904,2025-01-09 02:22:54,171,5,545,False,886
160,699256cd,2025-01-08 17:14:08,727,5,751,True,555
161,644425dd,2025-01-08 21:22:03,577,2,868,True,682
162,b550f48b,2025-01-01 04:21:41,487,1,198,False,622
163,28c4f1a7,2025-01-02 19:56:37,566,4,46,True,543
164,69d8eb19,2025-01-07 04:08:08,67,5,442,False,931
165,324f8604,2025-01-06 16:09:26,386,5,98,False,113
166,157762fd,2025-01-09 10:03:59,967,3,899,False,215
167,4d1a2239,2025-01-01 21:10:11,337,2,147,False,799
168,7f80c1dd,2025-01-05 16:06:11,442,4,383,False,768
169,c6edc523,2025-01-08 18:15:43,197,2,8,False,701
170,52a06f47,2025-01-01 11:56:10,67,3,605,False,924
171,6fba3869,2025-01-04 22:50:03,463,5,979,False,875
172,82ec09a7,2025-01-07 16:42:15,697,1,627,False,347
173,a678a7f1,2025-01-02 07:30:45,599,2,425,True,674
174,13dcfbd9,2025-01-07 09:31:46,596,5,175,True,415
175,42616be0,2025-01-10 14:49:42,629,5,359,True,789
176,03936715,2025-01-03 02:51:37,778,1,638,False,436
177,784e0eb8,2025-01-09 07:55:17,218,2,44,False,518
178,7c54b0a9,2025-01-09 15:40:09,9,4,115,False,445
179,20ac19c6,2025-01-05 09:07:19,507,1,507,False,711
180,40e0091c,2025-01-09 06:05:20,508,3,915,True,307
181,1dabbf3b,2025-01-01 20:52:56,250,2,33,False,109
182,8eb69179,2025-01-10 15:28:42,563,5,316,False,518
183,ae9dfe36,2025-01-09 00:33:29,154,3,1000,False,641
184,55af4b4c,2025-01-02 02:43:17,602,5,978,False,273
185,dd48ab8b,2025-01-07 13:49:42,737,3,53,False,863
186,ddd6c776,2025-01-08 15:43:23,16,2,152,False,285
187,d46ee6f3,2025-01-09 05:12:34,356,5,923,False,585
188,b4d0d64b,2025-01-06 22:06:06,568,3,696,False,579
189,423ee41f,2025-01-08 11:07:34,376,1,638,True,238
190,37b8fdd6,2025-01-02 10:00:53,483,4,589,True,368
191,1131a9fb,2025-01-01 15:04:47,129,5,40,True,307
192,db698a91,2025-01-10 05:12:49,761,1,96,True,165
193,e844547e,2025-01-09 16:33:38,53,1,252,False,523
194,95f70f08,2025-01-08 19:07:08,901,3,728,True,702
195,b60a4d80,2025-01-01 04:35:15,138,4,425,False,701
196,19116dda,2025-01-01 10:31:29,372,1,64,False,859
197,981b8de8,2025-01-01 00:21:56,865,3,462,False,226
198,a207e22e,2025-01-09 01:13:22,724,2,410,False,93
199,de5eba29,2025-01-01 17:00:48,125,4,468,False,595
200,1c69e44f,2025-01-02 11:17:52,625,3,419,False,51
201,4d9aff7d,2025-01-02 13:32:30,951,2,760,True,475
202,bd2982e9,2025-01-05 04:15:20,366,3,814,False,182
203,37324c1f,2025-01-05 19:20:04,184,1,242,True,163
204,c93aa222,2025-01-10 03:31:56,1000,1,201,True,489
205,d3d96f84,2025-01-03 11:17:15,533,1,420,False,466
206,855d9cd1,2025-01-04 20:33:28,576,1,834,True,705
207,9d2472fc,2025-01-05 13:09:11,537,5,734,False,946
208,c7b24242,2025-01-10 14:17:56,258,4,451,True,586
209,c476ab26,2025-01-09 03:13:09,117,3,121,False,703
210,fa9decdb,2025-01-02 14:29:03,163,5,348,True,705
211,7b16f701,2025-01-09 09:09:57,891,5,243,False,61
212,1f21879c,2025-01-10 13:16:33,950,5,802,True,887
213,f9a13fd0,2025-01-09 09:27:36,37,4,132,False,899
214,ee4b2a6c,2025-01-05 03:25:07,322,2,324,True,230
215,873d707f,2025-01-03 13:38:57,98,2,313,True,248
216,d2d742ac,2025-01-06 05:13:02,64,3,821,False,984
217,9c958b94,2025-01-05 18:50:39,816,2,69,False,170
218,92e81254,2025-01-10 15:17:06,420,5,600,False,598
219,1bfa9f19,2025-01-03 14:55:53,421,2,798,False,280
220,47c7ccdc,2025-01-06 20:23:32,731,3,519,False,18
221,36d52efd,2025-01-06 16:49:39,529,2,804,True,384
222,a845ea30,2025-01-03 20:08:19,70,2,749,False,195
223,a608814c,2025-01-04 19:42:16,752,2,239,False,942
224,df6cd26d,2025-01-09 12:28:44,7,4,840,False,454
225,e164c0c3,2025-01-07 13:38:28,694,2,349,False,440
226,4bcc707c,2025-01-08 17:51:10,764,4,498,False,211
227,d9a8534b,2025-01-06 15:14:25,522,4,200,False,791
228,84ea6925,2025-01-04 04:21:34,569,4,769,False,413
229,4858fdd6,2025-01-06 20:34:01,51,3,171,False,756
230,cbc26c9f,2025-01-04 14:28:07,517,2,390,False,947
231,f0ca5f3e,2025-01-04 01:38:11,606,4,25,False,255
232,97796737,2025-01-02 04:35:08,638,4,473,False,228
233,f647fde4,2025-01-07 09:04:56,157,4,778,False,866
234,71941062,2025-01-01 04:51:08,157,5,74,True,184
235,8189de1a,2025-01-08 10:20:06,814,3,20,False,758
236,f417cef5,2025-01-09 10:07:12,700,4,570,False,383
237,b40142db,2025-01-05 03:03:27,937,3,731,True,607
238,eeb3df80,2025-01-04 08:56:19,961,1,321,True,534
239,b93900a6,2025-01-04 05:10:48,517,5,485,False,858
240,e3c1d7f3,2025-01-05 15:10:07,306,3,861,True,987
241,d9e38d82,2025-01-09 03:25:32,50,5,820,False,571
242,b7e3a2c1,2025-01-05 04:22:26,12,2,342,True,282
243,e359725e,2025-01-01 21:42:53,61,2,246,True,854
244,aa6d9756,2025-01-03 13:55:41,653,5,539,True,924
245,5feb5220,2025-01-08 01:00:13,123,5,879,False,682
246,e8d0c028,2025-01-10 05:06:39,235,4,588,True,746
247,138937f3,2025-01-06 18:42:02,226,4,509,True,625
248,ea56c09c,2025-01-09 02:17:12,693,4,102,True,1000
249,2052d458,2025-01-03 21:29:05,580,2,106,False,474
250,786d84e5,2025-01-04 19:30:57,417,5,324,False,85
251,4015553e,2025-01-06 04:08:35,885,4,606,False,388
252,bb67947e,2025-01-03 12:44:50,709,5,674,True,758
253,b454e8e0,2025-01-08 18:50:39,602,1,251,False,614
254,17c5de90,2025-01-05 17:02:39,191,2,310,True,780
255,3a9ca2c3,2025-01-06 14:46:47,57,4,967,True,481
256,764645bb,2025-01-06 18:34:28,540,3,146,False,980
257,4ecd3a04,2025-01-09 05:52:05,680,3,403,False,938
258,ecfb763f,2025-01-07 03:05:43,376,1,539,False,374
259,2a85742b,2025-01-09 03:39:54,706,3,132,True,924
260,05df7fef,2025-01-10 14:35:09,335,5,398,True,263
261,3b13cc48,2025-01-07 13:12:10,330,4,851,True,141
262,54685bd8,2025-01-08 08:53:56,282,2,921,False,911
263,d4d181e5,2025-01-04 16:13:42,538,5,32,False,471
264,10d6781f,2025-01-07 23:12:37,349,3,716,False,994
265,e347a630,2025-01-02 01:40:17,245,1,78,True,812
266,95b83a22,2025-01-06 23:58:53,761,2,793,False,972
267,0f15def1,2025-01-09 22:59:02,31,1,164,True,901
268,5b5edf2e,2025-01-01 11:07:23,5,2,827,True,537
269,dbaa4d40,2025-01-10 05:11:36,256,5,58,False,426
270,9c4a7b5f,2025-01-04 19:35:21,135,2,65,True,784
271,2eb31506,2025-01-04 09:39:42,732,4,837,True,381
272,760f9688,2025-01-05 06:29:48,34,5,557,False,251
273,b37e402c,2025-01-08 14:25:36,394,3,549,False,414
274,edd4e181,2025-01-02 07:34:20,115,1,588,True,490
275,3c2a95ca,2025-01-06 05:32:00,30,1,523,False,904
276,cb2f6d32,2025-01-06 06:51:31,258,4,320,False,31
277,b1abb218,2025-01-09 01:58:18,647,5,643,False,314
278,b1d6c09e,2025-01-09 22:43:36,412,5,514,False,514
279,3f814ec0,2025-01-06 08:39:19,722,3,433,True,586
280,a2ed7e2e,2025-01-01 11:19:56,660,1,279,False,949
281,b354fd1a,2025-01-10 10:41:37,730,1,6,True,707
282,2cac8ffc,2025-01-09 04:36:48,694,2,247,True,104
283,36971f46,2025-01-05 03:35:32,208,5,996,True,705
284,b5a68c07,2025-01-04 05:33:40,764,4,200,False,795
285,9dcfef35,2025-01-01 19:07:35,92,2,414,False,152
286,d889cadf,2025-01-04 00:06:48,911,1,637,True,471
287,f0400b05,2025-01-08 12:47:57,867,5,532,False,648
288,54717555,2025-01-05 10:18:52,913,5,154,False,925
289,c3a9a852,2025-01-09 03:15:00,420,3,871,False,939
290,2ee9f4c6,2025-01-09 19:53:03,675,5,117,False,875
291,32e8991a,2025-01-04 11:40:04,975,2,689,False,487
292,beee42ac,2025-01-05 22:16:23,375,3,651,False,674
293,7f979419,2025-01-04 01:27:26,753,1,824,False,174
294,e043f024,2025-01-03 14:10:44,97,5,866,True,960
295,ebf3f017,2025-01-01 00:30:31,125,4,815,True,334
296,2437ea15,2025-01-09 18:20:41,286,3,599,False,771
297,27fcd2be,2025-01-07 04:30:27,891,5,970,False,797
298,92f0f0b7,2025-01-07 01:06:17,138,5,350,False,283
299,fb54300c,2025-01-04 20:40:03,915,5,52,False,388
300,6767e26e,2025-01-03 02:00:59,531,5,755,False,181
301,855d3314,2025-01-04 22:49:48,451,3,87,True,668
302,4ced100e,2025-01-04 05:57:59,260,1,282,True,300
303,05f1788d,2025-01-09 20:08:06,244,3,42,False,421
304,bcacf4f5,2025-01-03 16:27:13,659,3,461,True,70
305,66f7f059,2025-01-07 08:56:04,638,2,291,False,964
306,4fb099fb,2025-01-01 13:43:32,572,1,254,False,297
307,0b14882c,2025-01-05 01:14:33,405,4,396,True,833
308,39235453,2025-01-09 00:30:33,942,4,129,False,198
309,ca2cf502,2025-01-03 22:31:57,215,4,127,True,773
310,a7c3a3e9,2025-01-08 01:09:44,136,2,296,False,521
311,fbdaea56,2025-01-03 15:58:41,834,2,855,True,182
312,d56b2b32,2025-01-01 08:41:38,266,2,371,True,145
313,d32b9f38,2025-01-01 17:08:29,352,4,502,False,715
314,85278450,2025-01-07 09:43:06,99,2,141,False,938
315,1fd75867,2025-01-01 18:15:54,251,4,592,True,515
316,9c695ef2,2025-01-05 04:09:48,998,2,485,False,261
317,43d9e4d8,2025-01-10 05:03:39,66,4,183,True,22
318,4c88e29d,2025-01-03 04:05:13,838,1,159,True,767
319,ca6e7f41,2025-01-07 02:53:07,448,4,622,False,364
320,2459b7f9,2025-01-03 01:15:28,516,2,658,True,142
321,65813461,2025-01-07 21:51:55,495,3,87,True,932
322,24d89740,2025-01-10 17:10:23,811,1,276,True,20
323,869fc7c7,2025-01-04 02:07:46,767,1,475,False,457
324,d5ab197b,2025-01-01 04:18:27,189,4,456,True,847
325,03d49af5,2025-01-04 15:43:44,633,5,213,False,28
326,eb76d295,2025-01-06 23:07:15,664,5,237,True,129
327,235c62e8,2025-01-04 06:39:40,610,3,614,False,413
328,e96c3b1a,2025-01-08 19:04:40,643,1,431,False,491
329,8a110b1b,2025-01-07 03:50:14,638,3,293,False,750
330,6c24387b,2025-01-07 02:48:52,921,5,370,True,926
331,e945c874,2025-01-07 20:50:58,313,1,342,True,93
332,b572c0e3,2025-01-03 13:45:04,73,2,440,True,342
333,70ddf0d2,2025-01-09 10:46:24,930,1,182,False,879
334,3ed01e9b,2025-01-09 11:05:52,66,3,869,True,555
335,d08b2039,2025-01-10 07:14:14,911,2,758,False,418
336,4d5eeb16,2025-01-02 13:33:30,148,4,155,True,945
337,3619adb2,2025-01-09 00:29:55,960,3,222,False,146
338,b864cb48,2025-01-07 06:52:27,380,1,658,True,982
339,cec7881d,2025-01-10 04:30:50,610,1,944,True,897
340,f5907474,2025-01-07 07:21:42,321,4,729,True,839
341,1955f6cd,2025-01-06 08:53:49,563,3,872,False,106
342,6c3a279a,2025-01-02 12:51:19,222,3,89,False,112
343,b9f2e42e,2025-01-03 19:59:50,425,2,7,True,162
344,2e370098,2025-01-10 07:11:09,334,3,259,False,179
345,3ee7f1d8,2025-01-08 11:53:24,703,3,82,True,797
346,60d78a02,2025-01-02 14:05:09,973,1,408,False,470
347,82874224,2025-01-03 17:27:12,217,4,942,False,201
348,0aa28a02,2025-01-09 22:01:29,870,2,662,False,812
349,05732dd0,2025-01-10 17:26:12,314,4,939,True,700
350,32bbb5f5,2025-01-05 17:56:15,106,3,616,False,470
351,0d1a73a9,2025-01-09 17:24:14,32,2,727,True,809
352,a0d52147,2025-01-04 23:25:40,61,4,430,True,389
353,afe5c9f6,2025-01-06 02:31:05,444,1,955,False,7
354,3bde19c3,2025-01-10 01:29:06,865,1,826,False,496
355,0e9e467b,2025-01-07 03:32:59,835,2,586,True,188
356,d8e93c85,2025-01-03 05:38:57,883,3,165,False,977
357,0f8b07ec,2025-01-04 05:21:07,211,5,903,False,33
358,2555b3b5,2025-01-07 06:46:28,373,3,364,False,480
359,7d5aff5d,2025-01-08 10:20:50,952,4,74,True,221
360,2298ade2,2025-01-08 16:16:46,276,5,245,True,532
361,77b978b4,2025-01-10 12:29:24,871,3,895,False,999
362,a9531d44,2025-01-09 21:36:22,916,2,482,True,634
363,83f25ca3,2025-01-05 16:47:45,507,3,450,False,802
364,000acbe2,2025-01-10 17:43:08,6,3,591,True,955
365,671ab9f0,2025-01-07 09:23:08,522,1,79,True,81
366,e4ba280f,2025-01-02 05:14:45,230,4,480,False,722
367,1988451c,2025-01-06 06:32:11,143,3,589,False,29
368,8c249b53,2025-01-04 02:45:55,941,2,651,True,457
369,f19742b1,2025-01-02 09:27:18,473,2,844,False,647
370,cdd7fffd,2025-01-06 03:54:54,282,3,522,True,172
371,b34323f7,2025-01-08 16:41:16,537,4,349,True,576
372,305ae63c,2025-01-08 23:45:26,598,2,165,True,435
373,dd456708,2025-01-01 17:00:01,817,5,777,False,720
374,1261f266,2025-01-05 15:43:25,812,4,153,True,987
375,8abb090b,2025-01-01 03:23:55,769,4,678,False,522
376,a5c23f6d,2025-01-07 04:27:34,758,5,298,True,476
377,52d83387,2025-01-04 16:57:15,921,4,704,False,425
378,c278c78b,2025-01-09 09:16:59,126,3,561,True,109
379,1d984c13,2025-01-08 15:59:12,812,5,221,True,919
380,08cdf9a2,2025-01-04 04:20:27,776,4,714,False,358
381,db0a889e,2025-01-10 06:28:19,651,5,836,False,235
382,450ee31e,2025-01-03 06:32:55,413,3,230,False,16
383,41f10dbe,2025-01-02 14:18:29,477,2,561,False,310
384,38ed4c1b,2025-01-03 14:37:11,537,2,474,False,332
385,2459189e,2025-01-07 03:50:27,845,5,368,True,231
386,193a3fe8,2025-01-06 14:47:00,841,5,406,False,713
387,ff186e8b,2025-01-06 04:29:37,848,4,930,False,477
388,300980ae,2025-01-04 02:01:59,236,5,973,False,826
389,e58023fc,2025-01-10 18:15:57,237,1,203,False,938
390,14f9daad,2025-01-07 09:28:51,665,5,600,False,184
391,ea347a95,2025-01-10 01:44:23,129,1,350,False,899
392,011ed707,2025-01-07 20:07:01,229,5,511,True,485
393,2ce8c965,2025-01-06 00:27:12,507,1,912,True,646
394,dbd211cf,2025-01-03 09:41:40,397,3,403,True,794
395,45a399ac,2025-01-01 16:38:06,126,4,248,True,898
396,4d1c364b,2025-01-09 06:21:55,752,3,480,True,672
397,f9ea58da,2025-01-07 14:37:59,1000,1,485,False,506
398,7499ccfb,2025-01-01 23:04:40,816,3,439,True,61
399,44f6a78a,2025-01-09 18:49:11,593,2,283,False,642
400,6ff1de4d,2025-01-01 20:00:01,682,4,409,True,434
401,1c31f770,2025-01-08 13:06:32,220,2,826,True,735
402,57316492,2025-01-04 14:58:24,604,5,487,True,585
403,2c9d223b,2025-01-03 16:56:15,754,1,460,True,762
404,bdb9ec82,2025-01-07 23:26:06,103,1,130,True,588
405,5bda27ce,2025-01-02 20:41:45,759,5,123,False,555
406,f4971bb9,2025-01-03 10:38:21,68,1,386,True,461
407,464906aa,2025-01-06 12:59:23,204,2,225,False,43
408,4b02cab6,2025-01-04 14:16:38,380,4,611,False,165
409,39f45a71,2025-01-10 09:59:18,630,1,594,False,761
410,4a5dd569,2025-01-06 01:45:30,443,4,66,True,405
411,e55ccf73,2025-01-07 23:30:00,439,2,410,True,401
412,e938661e,2025-01-01 04:44:19,888,2,863,False,76
413,2be3e0a8,2025-01-03 00:24:15,474,3,412,True,636
414,a52647f3,2025-01-04 18:15:19,20,4,611,False,632
415,33c8f98f,2025-01-08 08:13:16,450,2,147,True,476
416,9c5d1a1f,2025-01-04 02:10:52,180,2,813,False,373
417,6352b6a3,2025-01-10 14:35:54,960,3,418,True,569
418,3a772159,2025-01-06 12:17:21,363,1,906,False,519
419,3e9896e5,2025-01-07 16:39:17,225,1,873,True,334
420,07dbde93,2025-01-04 23:49:56,861,2,152,False,330
421,25853b83,2025-01-03 00:37:36,15,2,173,False,75
422,7634f0b9,2025-01-05 08:00:10,500,3,747,True,63
423,f2c5c32a,2025-01-03 01:51:25,298,5,511,True,672
424,93675d1a,2025-01-03 04:40:24,797,2,816,True,100
425,38fda023,2025-01-06 12:10:50,367,4,236,False,372
426,88ba0089,2025-01-09 06:41:31,413,5,412,True,94
427,8bc562ae,2025-01-02 14:13:51,675,4,959,False,802
428,995176d8,2025-01-04 01:30:59,528,5,960,False,763
429,f5e37b14,2025-01-05 07:42:09,339,5,167,True,99
430,90a5d769,2025-01-04 15:11:55,407,2,635,False,282
431,2f72704f,2025-01-07 04:36:42,181,2,356,False,830
432,a6d4fa8a,2025-01-02 00:29:04,378,5,699,True,76
433,33cc95f0,2025-01-01 12:22:23,75,3,535,True,63
434,7491ca0c,2025-01-07 14:15:53,22,2,445,False,977
435,240753b5,2025-01-08 05:45:41,53,3,53,False,319
436,8555a596,2025-01-02 22:52:19,805,4,915,False,834
437,2870f4e5,2025-01-08 09:08:19,233,2,333,False,688
438,082d2e51,2025-01-06 08:48:52,106,2,148,True,586
439,58d23d69,2025-01-04 01:54:36,555,2,433,True,255
440,1aeebe1c,2025-01-07 19:24:44,477,1,659,False,477
441,ff169bc9,2025-01-08 10:57:25,305,5,679,True,816
442,9e02400c,2025-01-03 13:39:30,786,1,329,True,347
