item_id,sku,item_name,item_cat,item_size,item_price
133,56397895,Sequi,Salad,Small,1060.85
134,87425932,Veritatis,Salad,Small,1304.95
135,77599018,Ipsum,Pizza,Medium,420.94
136,33555201,Fuga,Pizza,Large,1258.59
137,97334101,Aliquam,Pasta,Small,1376.67
138,57878997,Et,Pizza,Small,1339.89
139,33244532,Magnam,Pasta,Large,652.65
140,90259807,Non,Salad,Large,994.13
141,86635516,Est,Dessert,Medium,1380.98
142,15631497,Asperiores,Pizza,Small,1153.31
143,58860243,Fuga,Salad,Small,438.02
144,77972095,Unde,Pasta,Small,1021.74
145,35114536,Molestias,Pasta,Small,352.48
146,90928611,Consectetur,Pizza,Small,488.66
147,34405659,Neque,Dessert,Medium,850.25
148,92900110,Similique,Pizza,Large,831.27
149,83692260,Eaque,Salad,Large,931.5
150,79003049,Perspiciatis,Pasta,Large,545.9
151,64463162,Quia,Salad,Small,506.33
152,71085647,Ipsam,Salad,Large,444.53
153,97027089,Consequatur,Dessert,Medium,841.03
154,36534418,Voluptates,Pasta,Medium,721.67
155,78871809,Dicta,Pasta,Medium,1372.49
156,35921905,Praesentium,Pizza,Small,599.63
157,19029252,Fuga,Pasta,Medium,438.09
158,85720862,Mollitia,Salad,Small,584.88
159,39364814,Eos,Pasta,Small,1342.92
160,33779904,Ab,Pizza,Small,640.72
161,73457626,Suscipit,Salad,Small,1472.35
162,88221120,Beatae,Dessert,Small,1134.64
163,63032956,Illum,Salad,Small,408.76
164,08696281,Cum,Salad,Medium,416.27
165,01796162,Nisi,Salad,Large,432.25
166,92368392,Inventore,Pasta,Large,1392.45
167,08398901,Vel,Salad,Large,1044.26
168,83374838,Ipsum,Pasta,Small,427.97
169,13550196,Nisi,Salad,Medium,1294.62
170,24946643,Repellendus,Salad,Large,509.86
171,00606660,Commodi,Salad,Small,380.78
172,75836160,Expedita,Dessert,Medium,1264.0
173,86234320,Nemo,Dessert,Small,544.92
174,21820281,Deleniti,Pasta,Medium,1101.01
175,55672962,Ratione,Pasta,Small,1270.89
176,63895735,Consequatur,Dessert,Small,937.18
177,75040697,Vero,Dessert,Medium,358.47
178,99728328,Adipisci,Pizza,Small,934.91
179,55445795,Cupiditate,Salad,Large,475.22
180,35596677,Nostrum,Pasta,Large,931.77
181,09341876,Est,Salad,Medium,1310.15
182,02136653,Repudiandae,Salad,Medium,884.5
183,00400077,Officia,Dessert,Small,881.47
184,79191241,Repellendus,Pizza,Large,1421.96
185,49025637,Placeat,Salad,Small,752.59
186,57350332,Ipsum,Pizza,Large,731.31
187,81482474,Dolore,Salad,Large,753.63
188,44430702,Voluptate,Salad,Small,686.4
189,30450158,Minus,Dessert,Large,579.44
190,13234225,Pariatur,Dessert,Large,667.18
191,30690172,Enim,Pasta,Medium,668.67
192,64367651,Vitae,Pasta,Small,1146.77
193,21867224,Mollitia,Salad,Large,1315.51
194,28055662,Fuga,Pasta,Large,1440.95
195,02254173,At,Salad,Medium,1409.58
196,74962105,Hic,Salad,Large,1339.97
197,59673620,Perspiciatis,Salad,Large,852.71
198,32129441,Tenetur,Salad,Small,451.4
199,87933345,Fugit,Salad,Large,1442.17
200,51639167,Impedit,Dessert,Small,1328.2
201,42796695,Excepturi,Pizza,Small,458.78
202,81378203,Laudantium,Pizza,Small,303.5
203,45845611,Neque,Pizza,Small,1004.9
204,78770935,Minima,Salad,Small,981.92
205,16938052,Distinctio,Dessert,Medium,693.43
206,20282066,Reiciendis,Pasta,Medium,1383.87
207,45850967,Labore,Dessert,Large,504.84
208,27418024,Omnis,Pasta,Large,510.35
209,10131817,Neque,Pasta,Small,1009.39
210,73325543,Laboriosam,Pizza,Large,1305.54
211,94196313,Dolore,Dessert,Medium,1074.12
212,22353061,Suscipit,Pasta,Small,1103.02
213,13902926,Sed,Salad,Medium,1150.3
214,40272559,Consectetur,Pasta,Small,781.44
215,33810294,Error,Pasta,Medium,1218.85
216,86327527,Ducimus,Pizza,Medium,1187.09
217,88635668,Voluptas,Salad,Medium,474.47
218,32311679,Ipsa,Pizza,Medium,924.18
219,90685194,Velit,Pizza,Medium,711.72
220,00530040,Pariatur,Dessert,Large,1188.44
221,48621526,Beatae,Pasta,Small,411.32
222,19744582,Rem,Salad,Medium,1485.39
223,72606537,Deserunt,Dessert,Medium,1052.2
224,85050495,Perferendis,Dessert,Medium,1467.58
225,91770080,Dignissimos,Pasta,Medium,1123.85
226,03566237,Illo,Dessert,Small,908.79
227,25756579,Nostrum,Dessert,Medium,1421.73
228,06668020,Voluptates,Dessert,Medium,1183.16
229,64314501,Illo,Dessert,Large,1150.71
230,45198410,Quo,Dessert,Medium,1106.54
231,79356220,Molestiae,Dessert,Small,1332.83
232,04837220,Architecto,Salad,Small,524.35
233,66453444,Consectetur,Dessert,Medium,1085.69
234,64388410,Perspiciatis,Pizza,Large,1492.4
235,78181823,Accusantium,Pizza,Large,1478.04
236,15862259,In,Pasta,Small,1305.41
237,10761397,Velit,Salad,Large,454.92
238,45305641,Occaecati,Pasta,Small,574.11
239,95538969,Labore,Pasta,Small,548.64
240,57748788,Vero,Pizza,Large,854.75
241,85028043,Corporis,Pizza,Small,574.27
242,83689802,Eaque,Pizza,Medium,1376.46
243,37896195,Eaque,Dessert,Large,415.22
244,52786914,Ullam,Pizza,Medium,905.15
245,50741830,Harum,Pasta,Large,642.94
246,69787393,Sed,Pasta,Large,1122.11
247,06034139,Quaerat,Dessert,Small,477.72
248,37869144,Quaerat,Salad,Large,1454.21
249,97364597,Fugit,Salad,Medium,880.49
250,64949161,Odit,Pasta,Large,406.6
251,55364423,Explicabo,Salad,Medium,1045.36
252,69812620,Delectus,Dessert,Large,345.35
253,37456771,Corporis,Dessert,Small,1011.8
254,00392648,Sequi,Salad,Small,1322.24
255,16872820,Aliquam,Pizza,Medium,1072.51
256,38289033,Magnam,Pasta,Large,914.37
257,37006570,Optio,Salad,Large,1387.98
258,12816293,Voluptatum,Pasta,Medium,627.33
259,57571355,Modi,Pasta,Large,1317.22
260,30149427,Suscipit,Pasta,Small,780.15
261,61952898,Aut,Pasta,Medium,736.64
262,42435754,Et,Dessert,Medium,978.24
263,74429684,Repudiandae,Pizza,Medium,355.29
264,60032454,Dolorem,Pizza,Small,486.93
265,69486753,Vel,Pasta,Medium,1147.88
266,77674098,Iste,Pizza,Medium,725.69
267,73833574,Id,Pasta,Medium,798.14
268,65292990,Reiciendis,Salad,Large,890.79
269,20881795,Adipisci,Pizza,Large,1213.87
270,39426949,Quae,Pizza,Medium,1320.11
271,65749531,Dolore,Dessert,Small,418.9
272,75998028,Maxime,Pasta,Large,671.21
273,19510132,Distinctio,Dessert,Small,1025.82
274,04486619,Libero,Dessert,Small,406.77
275,93990561,Nostrum,Dessert,Medium,1341.58
276,64032023,Deleniti,Dessert,Medium,1084.3
277,20067960,Possimus,Pasta,Medium,661.43
278,92619975,Molestiae,Salad,Small,964.21
279,13731847,Omnis,Pizza,Small,983.36
280,28230427,Est,Dessert,Small,474.75
281,10762578,Fugit,Pasta,Large,1300.85
282,11587583,Corporis,Pizza,Medium,606.6
283,95973944,Saepe,Pasta,Medium,1178.33
284,08685537,Quia,Dessert,Small,1165.52
285,75755904,Cum,Dessert,Small,721.33
286,22586438,Voluptate,Dessert,Small,1295.09
287,12986057,Beatae,Pizza,Small,998.53
288,48255028,Doloribus,Salad,Large,1124.01
289,01629323,Minima,Dessert,Large,346.09
290,83960895,Consectetur,Pasta,Medium,1478.52
291,75777357,Sequi,Pizza,Small,634.16
292,68299743,Ad,Dessert,Small,999.94
293,99988418,Ex,Pasta,Medium,1071.05
294,25378962,Corporis,Salad,Large,1012.13
295,33396064,Dignissimos,Pasta,Large,742.08
296,42830832,Eum,Salad,Medium,1422.32
297,85017252,Repudiandae,Pizza,Small,716.92
298,30127739,Distinctio,Salad,Small,1458.28
299,33489889,Possimus,Dessert,Large,764.8
300,15486714,Ipsa,Dessert,Large,703.02
301,39218797,Fugiat,Dessert,Small,1054.22
302,62779821,Sint,Dessert,Large,1428.15
303,41940686,Incidunt,Pizza,Small,1050.77
304,89023907,Et,Pasta,Medium,1076.72
305,69523014,Ratione,Pasta,Large,576.3
306,61532557,Sapiente,Salad,Small,874.54
307,08945112,Modi,Salad,Large,770.12
308,44567033,Placeat,Pasta,Small,1426.43
309,60276247,Tempore,Dessert,Medium,1307.92
310,67769520,Ducimus,Pizza,Large,746.05
311,01263176,Distinctio,Dessert,Large,1320.87
312,90640216,Hic,Salad,Medium,918.51
313,21364594,Accusantium,Salad,Large,524.63
314,38358517,Officia,Pasta,Medium,970.08
315,38866685,Inventore,Dessert,Large,991.09
316,45518058,Aliquam,Salad,Medium,593.97
317,72272237,Totam,Pasta,Large,575.3
318,08457615,Sapiente,Pizza,Medium,798.43
319,61762121,Aliquam,Salad,Large,840.11
320,10020579,Inventore,Pizza,Medium,1346.7
321,91516893,Ex,Dessert,Large,797.6
322,49588811,Inventore,Pizza,Small,1029.12
323,00488723,Minus,Pasta,Small,475.95
324,32258950,Laborum,Pasta,Medium,1344.94
325,62827690,Facilis,Pizza,Small,1357.3
326,10751541,Repellat,Salad,Medium,462.69
327,84492227,Nemo,Pasta,Medium,1388.33
328,55094481,A,Pizza,Small,1331.49
329,76950629,Accusantium,Salad,Small,1196.9
330,38782763,A,Dessert,Small,832.91
331,71735818,Voluptates,Pasta,Large,550.85
332,04292906,Nobis,Dessert,Small,339.25
333,84821263,Est,Pizza,Large,812.57
334,64122779,Error,Dessert,Medium,943.86
335,13779689,Consequuntur,Salad,Medium,1083.64
336,49738599,Nesciunt,Pasta,Medium,790.72
337,07580024,Consectetur,Pizza,Medium,353.51
338,76312625,Aliquid,Dessert,Medium,816.52
339,73267379,Reiciendis,Pasta,Small,331.22
340,94809442,Iste,Pizza,Large,408.71
341,66705628,Et,Pasta,Medium,1275.91
342,89130599,Officiis,Dessert,Medium,526.5
343,20152116,Et,Pizza,Medium,1323.76
344,65757956,Voluptatem,Pizza,Large,918.65
345,95278308,Dolores,Pasta,Medium,521.2
346,31586801,Molestias,Pizza,Medium,592.95
347,65930229,Laudantium,Salad,Medium,821.31
348,64879079,Ipsum,Pasta,Large,421.26
349,80868330,Facilis,Pasta,Large,712.17
350,17483957,Assumenda,Pasta,Small,1022.92
351,02827278,Doloribus,Pasta,Medium,947.2
352,03303467,Soluta,Pasta,Small,1408.44
353,68983536,Libero,Pasta,Small,1329.91
354,15003331,Exercitationem,Pizza,Small,718.03
355,30385108,Quia,Salad,Large,486.81
356,10487853,Neque,Salad,Large,1361.52
357,42878261,Accusantium,Pasta,Small,419.45
358,87610178,Dolorum,Pizza,Medium,445.17
359,98467990,Accusantium,Pasta,Large,1240.28
360,47032965,Unde,Pizza,Small,467.34
361,23955509,Non,Salad,Small,1413.29
362,79783583,Aut,Pasta,Large,1465.3
363,17157513,Tempora,Pasta,Small,1246.24
364,38980589,Cumque,Pasta,Medium,1365.46
365,90949760,At,Dessert,Small,1283.55
366,72559031,Quod,Salad,Small,376.86
367,47118478,Similique,Salad,Medium,1221.53
368,63538212,Blanditiis,Dessert,Large,1480.27
369,84834140,Aliquam,Dessert,Small,1098.25
370,12271184,Ullam,Dessert,Small,998.28
371,24461351,Aut,Dessert,Medium,661.05
372,08557667,Alias,Pasta,Medium,998.22
373,52341052,Numquam,Pizza,Small,660.45
374,53258014,Nam,Salad,Large,604.23
375,14103476,Nostrum,Pasta,Large,1496.74
376,82264215,Possimus,Pizza,Small,1294.31
377,65764428,Quisquam,Pasta,Medium,1052.29
378,19587417,Maxime,Salad,Small,464.97
379,03721186,Quos,Pizza,Small,311.84
380,85643659,Impedit,Salad,Medium,328.44
381,26608204,Laudantium,Pasta,Large,408.32
382,72931554,Quisquam,Dessert,Large,987.39
383,92953819,Deleniti,Dessert,Small,1114.72
384,51713904,Minus,Pizza,Large,830.28
385,35212430,Doloremque,Pizza,Large,1386.15
386,61926783,Eius,Salad,Large,1326.05
387,10807132,Ut,Pizza,Small,1080.02
388,16091696,Eum,Pizza,Large,1424.57
389,79830997,Assumenda,Salad,Large,475.4
390,55551960,Vel,Salad,Large,1311.85
391,59506485,Sit,Dessert,Medium,1417.53
392,62937825,Aut,Pizza,Small,1306.04
393,65281307,Dolor,Pasta,Small,478.02
394,87020229,Consequatur,Salad,Small,652.14
395,43314362,Provident,Salad,Medium,694.64
396,87166606,Cum,Dessert,Large,1060.71
397,44820596,Incidunt,Dessert,Small,986.46
398,23443853,Iusto,Salad,Medium,1176.47
399,13412470,Perspiciatis,Pizza,Small,459.43
400,36494774,Nihil,Pasta,Large,630.75
401,48107082,Animi,Pizza,Medium,657.58
402,84387424,Aliquid,Dessert,Large,1303.33
403,15953445,Impedit,Pizza,Large,1288.48
404,73303022,Totam,Dessert,Medium,622.89
405,19963327,Hic,Pasta,Large,1216.78
406,08539656,Animi,Dessert,Large,1397.18
407,45620218,Repellendus,Salad,Large,1063.48
408,32273908,Commodi,Salad,Medium,726.64
409,47711037,Ipsum,Pizza,Small,308.4
410,65341933,Facere,Pasta,Large,647.15
411,33395388,Vitae,Dessert,Medium,1163.68
412,43068579,Magni,Dessert,Small,556.55
413,49044959,Unde,Dessert,Medium,834.35
414,69109942,Voluptas,Pizza,Large,412.57
415,11240518,Libero,Pasta,Small,806.6
416,10786154,Eligendi,Pizza,Medium,923.36
417,44022099,Magni,Pizza,Large,325.94
418,52714511,Cum,Dessert,Medium,1347.09
419,71138374,Quam,Dessert,Large,852.06
420,79143431,Explicabo,Salad,Small,1056.72
421,07186585,Atque,Salad,Medium,846.34
422,14800054,Dignissimos,Salad,Large,340.86
423,18192742,Maxime,Pizza,Small,811.72
424,00269735,Beatae,Pizza,Large,1215.28
425,20720117,Impedit,Pizza,Large,888.81
426,95314617,Recusandae,Salad,Small,1421.65
427,63768947,Sit,Salad,Large,692.12
428,39117335,Dolores,Pizza,Medium,955.39
429,33284132,Repudiandae,Dessert,Large,467.33
430,92505773,Delectus,Dessert,Small,555.16
431,79950466,Illum,Pizza,Small,1103.14
432,52452895,Dolore,Pasta,Small,917.91
433,51531584,Perferendis,Pasta,Large,1239.24
434,28058960,Sequi,Pizza,Large,701.06
435,82608651,Inventore,Salad,Large,1069.48
436,99676285,Vero,Pizza,Large,1400.69
437,76815591,Dolores,Salad,Small,1306.08
438,05914128,Nobis,Pasta,Small,485.47
439,85646940,Illo,Pizza,Medium,1367.43
440,43681266,A,Dessert,Small,696.98
441,07018244,Provident,Dessert,Medium,779.27
442,55768931,Aliquid,Pasta,Medium,1438.86
443,73756699,Dolorem,Salad,Large,722.53
444,44114503,Optio,Dessert,Large,1254.44
445,33685748,Non,Salad,Medium,1164.41
446,44061814,Cumque,Salad,Large,712.96
447,78372948,Doloremque,Pizza,Medium,916.97
448,32150896,Dicta,Dessert,Small,943.22
449,73676577,Quisquam,Pasta,Small,1417.38
450,18373363,Adipisci,Dessert,Medium,1230.71
451,75595890,Esse,Dessert,Medium,1296.52
452,33913247,Inventore,Pizza,Medium,1226.01
453,59544234,Nisi,Pizza,Medium,1250.2
454,51822941,Perferendis,Dessert,Small,1088.27
455,33687575,Ad,Pizza,Large,635.29
456,29776597,Eum,Pasta,Large,719.09
457,31923859,Natus,Pasta,Large,332.5
458,57100470,Fugit,Salad,Large,745.54
459,57820071,Maxime,Pizza,Large,1184.63
460,60500441,Nihil,Salad,Large,850.07
461,50367597,Velit,Pasta,Medium,1366.11
462,41310373,Autem,Salad,Small,410.87
463,24290616,Quia,Pasta,Medium,1027.22
464,70846263,Eos,Salad,Medium,1281.45
465,76572654,Numquam,Salad,Small,812.39
466,29125173,Repellat,Pasta,Medium,591.52
467,03922217,Quaerat,Salad,Small,724.25
468,21343056,Magnam,Salad,Small,636.72
469,19487434,Inventore,Salad,Large,777.77
470,72121931,Voluptate,Salad,Small,628.34
471,97206736,Praesentium,Pasta,Large,1230.99
472,26763620,Nam,Pasta,Small,994.98
473,51303136,Modi,Pizza,Medium,1379.18
474,24594233,Eos,Dessert,Medium,417.82
475,75885434,Fuga,Salad,Medium,1493.44
476,93705387,Rerum,Salad,Medium,700.16
477,98584161,Nesciunt,Salad,Large,444.85
478,47389922,Repudiandae,Salad,Medium,1275.49
479,62531962,Eveniet,Salad,Large,753.95
480,37553746,Harum,Pizza,Small,723.02
481,90053962,Nam,Pizza,Medium,579.27
482,65149485,Minima,Pizza,Medium,778.25
483,39139375,Sapiente,Pasta,Large,992.72
484,77015648,Magni,Dessert,Small,901.88
485,74739684,Quis,Dessert,Medium,770.42
486,69919756,Sint,Dessert,Small,959.2
487,94187571,Nemo,Pizza,Medium,718.32
488,26910864,Voluptatem,Dessert,Small,1414.22
489,57292786,Aut,Pizza,Small,661.68
490,63912425,Quia,Salad,Small,407.44
491,39867742,Ab,Pasta,Small,652.08
492,41453483,Veritatis,Dessert,Small,1112.12
493,95352121,Dolores,Pizza,Small,437.93
494,35964452,Ad,Salad,Small,726.21
495,38020896,Inventore,Dessert,Small,1492.6
496,65551516,Sint,Dessert,Small,496.66
497,64750224,Aliquam,Salad,Large,1389.48
498,56221626,Numquam,Salad,Medium,970.88
499,29863822,Deleniti,Dessert,Small,834.76
500,45578670,Repellat,Dessert,Medium,1238.67
501,08375162,Sint,Pasta,Large,627.41
502,37637569,Est,Dessert,Medium,818.68
503,63094916,Temporibus,Salad,Large,685.26
504,90705502,Sequi,Salad,Large,919.31
505,51241551,Beatae,Pasta,Large,1359.43
506,96285343,Neque,Dessert,Large,415.5
507,12366774,Recusandae,Dessert,Medium,423.92
508,67032822,Consequuntur,Salad,Medium,627.31
509,45134685,Soluta,Dessert,Large,402.46
510,00887519,Cum,Salad,Large,1232.02
511,36939381,Accusantium,Dessert,Small,1483.97
512,25511017,Voluptatibus,Salad,Medium,1299.76
513,25942088,Iusto,Dessert,Large,751.98
514,38236327,Ipsa,Pizza,Medium,1215.1
515,45247224,Qui,Pizza,Small,1219.3
516,90422294,Suscipit,Dessert,Small,348.28
517,35736134,A,Pizza,Large,1000.11
518,69619694,Eaque,Pasta,Medium,310.82
519,00690102,Illo,Pizza,Small,370.08
520,05678655,Temporibus,Pizza,Large,924.33
521,20614652,Consequatur,Salad,Large,845.38
522,18298932,Debitis,Dessert,Large,1247.66
523,48004527,Molestiae,Pizza,Small,395.78
524,05458073,Architecto,Dessert,Large,1293.38
525,81697830,Incidunt,Pasta,Small,477.35
526,01092233,Similique,Dessert,Small,335.65
527,66178101,Voluptatum,Pizza,Small,973.16
528,49282047,Ipsa,Dessert,Large,1131.02
529,05668267,Nemo,Pasta,Medium,923.5
530,87104394,Iusto,Pizza,Small,1242.91
531,48656498,Eligendi,Pizza,Large,579.01
532,46277657,Laboriosam,Salad,Medium,1190.64
533,11526599,Dolorum,Pasta,Medium,1165.19
534,59607298,Minus,Dessert,Small,557.98
535,41884591,Maxime,Pasta,Large,517.23
536,03128992,Ullam,Pizza,Medium,1229.45
537,50801152,Fuga,Pasta,Small,1057.06
538,00841641,Ut,Salad,Large,635.12
539,79112819,Perferendis,Dessert,Small,606.73
540,31414555,Ipsum,Pasta,Small,353.59
541,05667543,Occaecati,Pizza,Small,712.54
542,14642012,Laudantium,Dessert,Small,371.88
543,91014214,Ullam,Salad,Medium,1091.42
544,19429137,Magnam,Salad,Large,1177.04
545,54166080,Facere,Pizza,Large,1392.29
546,31071413,Quaerat,Dessert,Large,1125.3
547,60367105,Eligendi,Salad,Large,1481.24
548,32807462,Perferendis,Dessert,Medium,800.77
549,59315339,Ex,Pasta,Medium,1250.73
550,59714705,Facere,Pasta,Large,355.72
551,82875053,Maxime,Pasta,Small,345.14
552,17757638,Amet,Salad,Large,853.46
553,62848657,Quisquam,Pasta,Medium,1021.6
554,71906010,Impedit,Dessert,Medium,355.34
555,55523875,A,Dessert,Small,1489.03
556,17789240,Adipisci,Salad,Large,1299.43
557,90716461,Unde,Salad,Medium,1091.97
558,63737318,Eum,Pizza,Large,1001.05
559,45367052,Sapiente,Pizza,Large,1336.82
560,81306695,Harum,Dessert,Medium,472.89
561,61801158,Repellendus,Salad,Small,543.54
562,91359612,Eos,Pizza,Large,1312.06
563,29473397,Dolorum,Dessert,Large,411.08
564,04105510,Magnam,Dessert,Large,1300.69
565,66407942,Asperiores,Pasta,Large,838.84
566,63488432,Incidunt,Dessert,Medium,405.39
567,37045821,Nemo,Salad,Large,1492.69
568,05190492,Debitis,Dessert,Medium,560.69
569,23187214,Aliquam,Salad,Large,1335.73
570,13067090,Repellat,Pasta,Large,1082.92
571,45564796,Aut,Salad,Small,953.93
572,24881524,Odit,Salad,Medium,1040.57
573,99246129,Harum,Pizza,Medium,443.6
574,80307433,Architecto,Pizza,Medium,1114.32
575,12485178,Blanditiis,Dessert,Small,760.86
576,04807377,Earum,Salad,Large,1236.37
577,23213647,Mollitia,Pasta,Small,395.69
578,80169963,Sit,Salad,Large,1324.91
579,25746570,Deleniti,Salad,Medium,374.44
580,98336333,Accusamus,Dessert,Large,713.41
581,34919415,Consequatur,Dessert,Small,1341.31
582,91019448,Tempora,Pasta,Large,1395.85
583,33224831,Quos,Pizza,Small,694.04
584,31956130,Tenetur,Pasta,Medium,1021.35
585,64694153,Nobis,Salad,Large,1018.78
586,99860745,Tempora,Salad,Medium,1340.34
587,97829409,Temporibus,Pasta,Medium,1411.66
588,07773723,Repellat,Salad,Medium,304.91
589,42220596,Delectus,Salad,Small,377.25
590,68001650,Laboriosam,Pizza,Small,415.5
591,82945473,Mollitia,Dessert,Small,355.43
592,61792906,Est,Salad,Medium,990.05
593,35553342,Similique,Dessert,Small,840.7
594,99338169,Placeat,Pizza,Small,1313.56
