row_id,rota_id,date,shift_id,staff_id
171,3292fd60,2025-01-05,946,78
172,5c8bb19f,2025-01-02,338,86
173,de8f47c8,2025-01-04,807,23
174,b4ff3298,2025-01-09,58,92
175,7c21dc64,2025-01-03,560,68
176,3d754f0f,2025-01-04,123,25
177,d9a4c825,2025-01-09,513,75
178,8420807b,2025-01-06,1,39
179,6cded5ff,2025-01-03,142,81
180,2e03c3a0,2025-01-08,198,49
181,a7dc2cb1,2025-01-06,767,75
182,352cff50,2025-01-04,80,75
183,334ee64f,2025-01-05,91,71
184,1e562b19,2025-01-08,390,88
185,94b865a3,2025-01-09,984,22
186,50881873,2025-01-04,846,22
187,f3bfe8fd,2025-01-07,678,83
188,cb080c33,2025-01-06,990,7
189,edbe53c2,2025-01-08,86,51
190,c1f24235,2025-01-05,319,61
191,ad5b8ea9,2025-01-06,939,79
192,7821974b,2025-01-01,875,100
193,acd4533f,2025-01-09,136,50
194,1c8c70cb,2025-01-06,559,82
195,3c035200,2025-01-06,689,27
196,8cb32cb9,2025-01-01,297,79
197,c9d04bab,2025-01-04,469,14
198,7b706c2a,2025-01-06,785,1
199,d73f044d,2025-01-02,936,46
200,fa4f182d,2025-01-08,650,6
201,915770b3,2025-01-09,202,44
202,0174efb4,2025-01-09,440,40
203,fffdbff6,2025-01-09,555,79
204,8bd053f5,2025-01-05,224,50
205,e734379c,2025-01-09,928,50
206,96029f12,2025-01-08,26,45
207,51b31ed5,2025-01-08,474,26
208,13070ad0,2025-01-04,206,63
209,094d09a5,2025-01-01,988,49
210,3b15349c,2025-01-01,849,46
211,4293a5ed,2025-01-04,198,69
212,189730ad,2025-01-08,45,48
213,eeff7cbd,2025-01-07,907,44
214,c9297542,2025-01-06,118,82
215,4555ccea,2025-01-09,311,35
216,ed375d95,2025-01-06,654,9
217,0ceb851d,2025-01-06,351,22
218,bd866e4e,2025-01-01,14,3
219,0c198424,2025-01-03,56,10
220,ab8b76d5,2025-01-05,196,22
221,684fefb1,2025-01-07,58,84
222,7c84c325,2025-01-03,671,53
223,3da6363e,2025-01-03,824,52
224,a0c81009,2025-01-04,970,31
225,dcde14dd,2025-01-09,936,80
226,f6bea6be,2025-01-06,183,10
227,7bfd7388,2025-01-05,416,30
228,02a3c6fe,2025-01-07,57,46
229,745153ec,2025-01-03,523,70
230,3dd83458,2025-01-04,618,83
231,db395e15,2025-01-06,943,36
232,cf78c82c,2025-01-05,525,29
233,853a3081,2025-01-03,432,81
234,75bbeeb1,2025-01-07,2,16
235,a46e461e,2025-01-06,351,73
236,e60e6f6b,2025-01-01,354,4
237,44c694c0,2025-01-08,272,17
238,4d1cccac,2025-01-05,188,18
239,e41a56d2,2025-01-09,720,15
240,5c389715,2025-01-05,254,61
241,0723c43a,2025-01-03,962,63
242,0e3a7e7c,2025-01-08,412,49
243,215856bf,2025-01-04,359,99
244,2ba82190,2025-01-03,3,15
245,b2c61b9f,2025-01-04,335,80
246,a5e386b4,2025-01-03,63,11
247,e42555d9,2025-01-08,175,13
248,c70465c9,2025-01-07,346,71
249,15dda76f,2025-01-08,273,60
250,634e9390,2025-01-07,823,61
251,572488a1,2025-01-06,339,38
252,7685c1ae,2025-01-07,356,71
253,455d6c49,2025-01-01,509,31
254,ff15fda3,2025-01-06,603,7
255,06f45092,2025-01-05,973,10
256,22476d92,2025-01-01,805,62
257,437b674b,2025-01-04,46,52
258,0135fc5a,2025-01-06,783,96
259,32983480,2025-01-03,88,10
260,2aa50753,2025-01-07,183,52
261,ab37f3c2,2025-01-05,861,90
262,6196a1de,2025-01-05,398,80
263,3d26432c,2025-01-07,737,92
264,c88da320,2025-01-06,119,58
265,aece5923,2025-01-06,645,82
266,3a95bc17,2025-01-04,67,16
267,adaec3d4,2025-01-04,612,49
268,5c42af6c,2025-01-07,374,71
269,d2edfbba,2025-01-05,238,71
270,3c23a438,2025-01-02,300,50
271,f9afe0d4,2025-01-03,666,28
272,2794a0dc,2025-01-02,270,48
273,9effb0d0,2025-01-01,340,67
274,d60b9d09,2025-01-04,684,49
275,95add9b4,2025-01-05,547,8
276,e4bf44f8,2025-01-06,59,92
277,f9d3b7e9,2025-01-05,36,17
278,3d55ecaf,2025-01-09,355,85
279,83d4519a,2025-01-09,402,26
280,fee2b5ec,2025-01-09,476,13
281,787b0fbd,2025-01-03,467,76
282,eb41f36f,2025-01-05,392,64
283,53274e45,2025-01-09,634,57
284,8f841d2f,2025-01-05,394,6
285,78f6cd1e,2025-01-06,492,100
286,764e9297,2025-01-03,845,4
287,8362ceeb,2025-01-07,63,69
288,e6a1c78b,2025-01-06,368,23
289,a1d1c553,2025-01-02,285,53
290,7e67d4fe,2025-01-01,268,86
291,8317a961,2025-01-09,683,75
292,0ca92a77,2025-01-04,741,65
293,70ba0720,2025-01-03,833,61
294,a87a97e2,2025-01-02,281,28
295,bcff9beb,2025-01-07,856,75
296,1c240a47,2025-01-03,445,94
297,aa331eaa,2025-01-09,435,94
298,a07b5e17,2025-01-07,801,26
299,9a695778,2025-01-01,240,49
300,8f4f473d,2025-01-07,501,89
301,6ba2db07,2025-01-06,220,31
302,ff51b6c4,2025-01-02,869,58
303,f84f6bac,2025-01-04,392,21
304,5ac9054a,2025-01-02,862,64
305,32eaeb16,2025-01-04,361,44
306,39f0943c,2025-01-02,504,15
307,fed56ae0,2025-01-03,610,46
308,1c735ed2,2025-01-05,28,80
309,0e392766,2025-01-03,1000,56
310,ee0cd6df,2025-01-09,53,36
311,3e3ed4d7,2025-01-05,212,49
312,9fdccd73,2025-01-02,482,62
313,10514c7f,2025-01-01,553,57
314,9109119a,2025-01-06,930,68
315,c200fa17,2025-01-08,575,22
316,c3d84db2,2025-01-08,762,13
317,f3e15d12,2025-01-07,470,16
318,9aecf046,2025-01-03,4,54
319,9d73f98f,2025-01-02,854,12
320,b0cd61fe,2025-01-04,798,26
321,1a6649ef,2025-01-06,798,75
322,3a5fca02,2025-01-04,929,96
323,3c6a1cdd,2025-01-08,955,57
324,17e005c5,2025-01-06,225,71
325,163cd11d,2025-01-06,402,36
326,b5030183,2025-01-01,86,41
327,c219a875,2025-01-01,427,67
328,95b33e6a,2025-01-06,327,87
329,dbd63597,2025-01-03,848,10
330,a8f1c8b1,2025-01-07,504,54
331,481a4f0c,2025-01-01,153,67
332,c3344120,2025-01-08,532,3
333,22a564ec,2025-01-09,662,66
334,bd613716,2025-01-02,454,88
335,c39b3943,2025-01-09,462,55
336,91c07fa7,2025-01-01,154,75
337,32e4a865,2025-01-01,951,84
338,c349f987,2025-01-09,867,50
339,10f5512f,2025-01-08,558,2
340,4344fa3c,2025-01-07,690,60
341,49f8c6c7,2025-01-03,795,9
342,5ee60a45,2025-01-08,153,28
343,2ae74f0b,2025-01-04,671,25
344,84c27108,2025-01-08,818,44
345,eab872a2,2025-01-01,619,100
346,38554cbf,2025-01-03,367,4
347,3ddc6ff7,2025-01-07,413,55
348,588e90ca,2025-01-02,771,7
349,47970a9c,2025-01-01,308,87
350,cfb7130c,2025-01-04,33,87
351,8044f4ea,2025-01-08,852,99
352,af1e1573,2025-01-08,104,63
353,62d6d99e,2025-01-04,114,30
354,16503891,2025-01-02,663,35
355,937ec40a,2025-01-03,142,83
356,f232ab00,2025-01-03,966,2
357,ba9f0402,2025-01-09,841,11
358,df5a392b,2025-01-04,84,28
359,8d539d43,2025-01-09,136,19
360,bf6da3b0,2025-01-03,603,26
361,b6247d2f,2025-01-09,684,73
362,39b5bc0f,2025-01-01,789,18
363,3d56ba8c,2025-01-01,518,41
364,df03d73c,2025-01-01,575,55
365,28080dfb,2025-01-08,48,59
366,6cdcbbd7,2025-01-04,633,49
367,be31fd62,2025-01-03,742,75
368,fb625704,2025-01-05,957,76
369,1d89973f,2025-01-03,747,69
370,b53b0bca,2025-01-05,652,94
371,6eee0e2c,2025-01-06,993,64
372,8bc2812a,2025-01-09,695,72
373,f4f9b275,2025-01-04,63,12
374,372f4219,2025-01-06,355,11
375,f800e2ee,2025-01-08,501,69
376,edd9a0bd,2025-01-07,3,9
377,c3ccd2ae,2025-01-05,417,95
378,73b0ca7c,2025-01-01,667,33
379,43767155,2025-01-04,106,57
380,0359d6f1,2025-01-04,560,92
381,b8e568b7,2025-01-06,226,28
382,dcf8fd31,2025-01-02,181,64
383,a8e7e8db,2025-01-05,152,39
384,b9799f74,2025-01-01,857,42
385,915b15fc,2025-01-06,187,44
386,b1d34555,2025-01-03,268,89
387,5316f49f,2025-01-08,877,35
388,74ed8e9d,2025-01-03,766,69
389,c8720815,2025-01-08,958,44
390,035e62c3,2025-01-06,769,47
391,1092d3fc,2025-01-09,695,43
392,4195ff0d,2025-01-03,507,39
393,aeab9b25,2025-01-01,554,86
394,84c5a9c0,2025-01-06,942,65
395,2c3b7103,2025-01-08,163,95
396,a69ff8ea,2025-01-02,622,81
397,3f01f58c,2025-01-05,449,72
398,f3f8636c,2025-01-05,574,45
399,36ad01e6,2025-01-04,569,99
400,35e16969,2025-01-06,754,92
401,771f4cee,2025-01-03,183,46
402,d75f6fc5,2025-01-08,904,85
403,ad7a3e30,2025-01-06,470,57
404,596f0f30,2025-01-04,980,36
405,2f3fee55,2025-01-02,208,87
406,54c0360c,2025-01-06,616,54
407,ffdb64d3,2025-01-07,817,11
408,1aa90089,2025-01-03,749,82
409,95358d8e,2025-01-09,835,43
410,3cef1fa9,2025-01-03,260,3
411,5e6b2c28,2025-01-04,681,14
412,57805223,2025-01-04,594,47
413,087a84bd,2025-01-06,666,91
414,4aea5e0c,2025-01-03,914,38
415,655fa6b5,2025-01-03,727,95
416,6effb52b,2025-01-03,508,60
417,5bcb7889,2025-01-05,902,60
418,e3b4e242,2025-01-03,435,42
419,10cecd7d,2025-01-05,195,78
420,364a6f03,2025-01-08,263,37
421,fb6e3df3,2025-01-06,204,40
422,5e91182b,2025-01-08,625,44
423,db93a4a5,2025-01-01,339,3
424,5fa7e010,2025-01-06,875,25
425,397af9f0,2025-01-04,415,96
426,63f5f18a,2025-01-04,905,78
427,76b910cd,2025-01-01,178,26
428,0f6dde94,2025-01-08,380,85
429,821feb93,2025-01-09,122,56
430,1b654bb8,2025-01-04,497,2
431,eea2d973,2025-01-03,796,19
432,8e280c00,2025-01-03,581,26
433,c884a66b,2025-01-09,831,81
434,01da7795,2025-01-05,939,23
435,e458ac4c,2025-01-01,834,27
436,bbbeb757,2025-01-02,864,61
437,0e1f3e17,2025-01-02,614,67
438,d225521a,2025-01-06,778,44
439,98bc84bb,2025-01-02,80,83
440,a7c32a21,2025-01-05,897,22
441,c2ed09c8,2025-01-06,692,60
442,f4cc786c,2025-01-06,451,65
443,dc87b876,2025-01-04,330,20
444,773e187d,2025-01-01,513,64
445,6c3895ef,2025-01-06,837,47
446,41c68967,2025-01-06,262,83
447,1c4fa542,2025-01-07,194,54
448,eb323ce1,2025-01-07,659,59
449,92944467,2025-01-03,236,25
450,8a8876be,2025-01-09,538,67
451,59c0b26d,2025-01-05,697,93
452,8e2908ff,2025-01-07,599,79
453,339b8e47,2025-01-09,69,72
454,045c6983,2025-01-06,936,77
455,134e6582,2025-01-08,425,76
456,d30ae38c,2025-01-05,880,76
457,f87bb1bf,2025-01-06,235,61
458,ed43c5c5,2025-01-06,54,77
459,b224606b,2025-01-05,675,79
460,34e6e7a6,2025-01-09,625,29
461,3695349d,2025-01-03,699,57
462,8d1e1a46,2025-01-07,613,15
463,28c537f4,2025-01-09,567,57
464,b1b882e3,2025-01-04,426,5
465,851eb48d,2025-01-01,789,74
466,4e35b2aa,2025-01-04,544,45
467,125c2964,2025-01-05,743,51
468,69300ad0,2025-01-07,558,93
469,600ba05b,2025-01-01,823,65
470,582e77e0,2025-01-02,539,24
471,f374443d,2025-01-04,429,76
472,2cd3df91,2025-01-01,683,14
473,2ebb683c,2025-01-09,798,29
474,76ff9ef9,2025-01-01,598,28
475,d5d8202f,2025-01-01,691,74
476,f9308fb2,2025-01-03,292,4
477,98634160,2025-01-05,725,46
478,0d52c8b5,2025-01-08,848,90
479,c705b6a5,2025-01-01,963,44
480,a1eefbf0,2025-01-01,578,29
481,1666c1d9,2025-01-09,467,68
482,f9200363,2025-01-08,275,50
483,ecd891fc,2025-01-01,979,77
484,2549d231,2025-01-06,919,57
485,400646d1,2025-01-07,624,48
486,43626bef,2025-01-01,347,90
487,f40399b1,2025-01-09,79,49
488,7de84ad7,2025-01-09,792,75
489,b855f5a5,2025-01-02,547,74
490,4078bc73,2025-01-08,19,45
491,cc71b6d8,2025-01-09,234,67
492,ef917220,2025-01-06,239,40
493,c83c0db2,2025-01-05,50,13
494,cf363501,2025-01-07,847,19
495,7e53e366,2025-01-04,798,82
496,1608ed3f,2025-01-04,826,28
497,0e3bf136,2025-01-05,943,62
498,9c172b1d,2025-01-01,76,29
499,2659c825,2025-01-06,763,59
500,b52b8024,2025-01-03,276,12
501,2b1dac4e,2025-01-06,11,95
502,068fb6e1,2025-01-01,27,70
503,3922c74d,2025-01-02,311,9
504,83c1b46c,2025-01-01,879,48
505,a9e95f46,2025-01-01,376,32
506,652f855f,2025-01-06,581,40
507,b18c6ae3,2025-01-09,379,54
508,f3bb4867,2025-01-02,386,34
509,916f4fd9,2025-01-06,757,6
510,7b3b49c0,2025-01-03,266,12
511,e3a4f1f2,2025-01-05,43,97
512,6a677af8,2025-01-05,251,48
513,16b8f803,2025-01-07,197,71
514,e60d0dcc,2025-01-06,681,39
515,dbf7db37,2025-01-02,735,78
516,9ab6db3f,2025-01-06,64,84
517,b8c7b842,2025-01-05,332,88
518,ebd47f1f,2025-01-09,513,18
519,55a7f6b3,2025-01-08,881,81
520,21668ae6,2025-01-07,682,2
521,8f0b6c52,2025-01-02,826,23
522,393ce76f,2025-01-01,288,1
523,c958a369,2025-01-02,751,38
524,04ad7e7d,2025-01-02,31,73
525,fa1673f1,2025-01-02,997,10
526,91b7807a,2025-01-03,197,61
527,0ec36b09,2025-01-03,209,81
528,84c2364b,2025-01-06,256,5
529,da67f8bc,2025-01-02,346,41
530,a97cef48,2025-01-05,376,48
531,97c9159d,2025-01-08,828,77
532,ca4922ba,2025-01-09,750,100
533,f410db8b,2025-01-09,501,14
534,7de26f1d,2025-01-04,161,46
535,f93a2888,2025-01-07,280,91
536,940872cd,2025-01-07,106,78
537,4681f594,2025-01-04,389,82
538,edc4b378,2025-01-09,928,74
539,914090e0,2025-01-05,726,94
540,9e5d2405,2025-01-03,521,100
541,28139825,2025-01-08,840,88
542,d48b0932,2025-01-01,692,76
543,112eb26f,2025-01-07,134,24
544,d85bf8db,2025-01-09,789,64
545,65362c21,2025-01-02,707,46
546,cc7f9a49,2025-01-05,484,52
547,a848bf74,2025-01-02,29,64
548,9c637585,2025-01-09,95,89
549,4e02af10,2025-01-09,73,99
550,02fa11bc,2025-01-07,924,45
551,087d125c,2025-01-02,910,60
552,221b35cc,2025-01-02,656,56
553,234431bf,2025-01-01,302,41
554,a4ecefe2,2025-01-07,894,67
555,db050f86,2025-01-02,589,2
556,9ca43262,2025-01-08,345,26
557,115e5f53,2025-01-09,271,81
558,ec14c0f7,2025-01-09,574,18
559,9f8ebd98,2025-01-05,720,50
560,b91da0ca,2025-01-01,682,53
561,0dc2a34b,2025-01-08,382,63
562,2ae2d455,2025-01-03,82,4
563,a67ddb30,2025-01-02,809,85
564,232db62f,2025-01-09,5,26
565,4ee8fb41,2025-01-04,638,40
566,eeec793c,2025-01-02,676,19
567,698add1f,2025-01-08,526,37
568,67e2141a,2025-01-03,608,42
569,b83feb47,2025-01-02,639,57
570,6c93f956,2025-01-02,691,96
571,ecfddb24,2025-01-03,735,73
572,057bfd68,2025-01-04,25,43
573,ae88b3c4,2025-01-02,980,94
574,39e90ca9,2025-01-09,491,62
575,71032b97,2025-01-01,274,80
576,4b06885b,2025-01-06,44,66
577,14f32950,2025-01-05,636,68
578,034c8110,2025-01-03,538,24
579,1e119beb,2025-01-03,808,63
580,248d6c76,2025-01-02,88,55
581,464c75ec,2025-01-09,649,49
582,bbae5cb7,2025-01-02,904,9
583,f795e23d,2025-01-03,116,58
584,547ac7b7,2025-01-03,542,44
585,85eedb1c,2025-01-03,321,80
586,b93af69b,2025-01-08,574,71
587,2e86e6c9,2025-01-02,356,48
588,ca5573e6,2025-01-05,474,30
589,7821d7cb,2025-01-03,17,42
590,16e3e4eb,2025-01-05,584,25
591,437bed1a,2025-01-09,134,79
592,dd8db367,2025-01-02,324,57
593,29faed1c,2025-01-06,752,82
594,979186b1,2025-01-03,735,57
595,ce1e9375,2025-01-07,915,35
596,b83c851e,2025-01-03,348,57
597,99faea7f,2025-01-05,811,69
598,da8f845f,2025-01-02,157,51
599,63a19991,2025-01-01,978,49
600,2287c8a7,2025-01-02,617,62
601,adaee914,2025-01-01,705,69
602,6be3dd9f,2025-01-01,807,47
603,b74d0495,2025-01-09,105,56
604,d0096e09,2025-01-01,613,52
605,9b2137e7,2025-01-03,848,66
606,4198504d,2025-01-08,79,94
607,fb93145b,2025-01-01,38,31
608,314eeeac,2025-01-04,951,62
609,39e5a218,2025-01-01,260,15
610,0962ccac,2025-01-08,541,97
611,0b7b4f6f,2025-01-09,827,61
612,72e7d0a2,2025-01-06,780,100
613,28484d88,2025-01-07,849,91
614,bbf4a474,2025-01-04,159,84
615,c7986dc2,2025-01-06,926,29
616,9f9c5b8a,2025-01-06,864,70
617,0f8e3e81,2025-01-05,252,10
618,56c1d00b,2025-01-04,448,58
619,75183939,2025-01-04,12,71
620,ade2917b,2025-01-03,36,89
621,611e1195,2025-01-04,571,10
622,3d80e1bf,2025-01-02,43,23
623,d51a4f03,2025-01-03,783,7
624,ae97f737,2025-01-03,583,69
625,f33949c4,2025-01-08,135,89
626,f30390e1,2025-01-06,85,68
627,aa21b243,2025-01-02,308,26
628,5161f91b,2025-01-05,139,42
629,c45b2db9,2025-01-06,293,48
630,9d5faf3d,2025-01-04,381,83
631,f3c82f6f,2025-01-01,604,48
632,bc30e135,2025-01-02,109,42
633,23ab6a54,2025-01-09,1000,61
634,0ab88a16,2025-01-03,553,26
635,7c84cb3e,2025-01-02,397,43
636,8b82b4b4,2025-01-01,447,94
637,6d8d743e,2025-01-07,44,16
638,38891f97,2025-01-05,302,63
639,c790019e,2025-01-04,429,47
640,04b78933,2025-01-09,216,50
641,779a29d6,2025-01-07,972,66
642,6a2bedbf,2025-01-07,401,16
643,dd5aa30a,2025-01-05,123,60
644,3a6c717d,2025-01-06,448,54
645,0d0283be,2025-01-09,831,100
646,60dee04e,2025-01-06,498,87
647,e390e1e4,2025-01-07,539,9
648,4c327395,2025-01-05,111,71
649,519aef6d,2025-01-07,441,88
650,26b0df3f,2025-01-05,680,98
651,fe9a11c9,2025-01-03,500,89
652,254d98b2,2025-01-05,669,60
653,abe661f1,2025-01-07,693,78
654,6188c0e9,2025-01-06,595,90
655,c9920165,2025-01-08,30,24
656,e771ca53,2025-01-05,41,36
657,37b323d6,2025-01-03,316,24
658,bfb1dc0c,2025-01-06,191,100
659,a74f14ff,2025-01-03,901,24
660,9823bc17,2025-01-03,770,71
661,77617b1e,2025-01-09,770,79
662,ae6817e7,2025-01-03,487,5
663,92282d61,2025-01-07,344,95
664,4b7e4fb7,2025-01-05,382,27
665,aec5a6be,2025-01-03,994,23
666,f75f4442,2025-01-04,532,51
667,4106ebf3,2025-01-06,68,73
668,e9ea3cfd,2025-01-07,956,53
669,0490399a,2025-01-06,203,39
670,3892e984,2025-01-06,708,58
671,224fc29f,2025-01-06,967,80
672,b3dd7973,2025-01-08,691,91
673,72d8dc71,2025-01-06,644,9
674,7636f648,2025-01-03,264,34
675,e95d86e6,2025-01-02,418,73
676,d00496ba,2025-01-09,522,4
677,aba45fe8,2025-01-08,27,58
678,daf444da,2025-01-09,335,60
679,665bfbeb,2025-01-09,557,23
680,4aec8d36,2025-01-08,886,17
681,98b8327d,2025-01-03,576,42
682,f9910183,2025-01-02,43,23
683,4684e6b2,2025-01-09,593,34
684,afffac65,2025-01-03,192,14
685,b5a9058a,2025-01-09,846,95
686,9197fabe,2025-01-03,772,14
687,d7d97ef0,2025-01-05,140,16
688,75b9fb1c,2025-01-02,774,49
689,30388a5a,2025-01-01,115,34
690,485c9687,2025-01-06,617,20
691,59752e51,2025-01-01,778,65
692,50e9db7d,2025-01-06,691,27
693,ad567c83,2025-01-08,561,16
694,83065790,2025-01-01,958,36
695,fb1c0ff8,2025-01-04,976,87
696,6d1a727c,2025-01-04,211,8
697,ca774d98,2025-01-06,460,14
698,5b80d242,2025-01-09,372,14
699,9c0a715a,2025-01-04,84,65
700,d125d47a,2025-01-01,386,47
701,d3073218,2025-01-05,359,83
702,4962bcad,2025-01-05,478,71
703,bcb98131,2025-01-03,533,65
704,c20341ba,2025-01-07,495,21
705,dcb13859,2025-01-01,229,76
706,0b95b2b9,2025-01-04,237,70
707,923717db,2025-01-08,627,71
708,e4d15dac,2025-01-03,798,57
709,34097747,2025-01-01,668,56
710,8cc30597,2025-01-03,181,23
711,5771b3e9,2025-01-06,155,74
712,590a827d,2025-01-02,783,97
713,62d2d8f7,2025-01-05,363,79
714,f0ffd7c5,2025-01-08,857,81
715,01f805b4,2025-01-06,547,61
